date,time_days,S,E,I,R,D,S_norm,E_norm,I_norm,R_norm,new_cases,hospitalized,icu_patients,home_confinement,population
13/11/2020,263,58892697,0,663926,399238,44139,0.98154495,0,0.011065433,0.006653967,40902,30914,3230,629782,60000000
14/11/2020,264,58855448,0,688435,411434,44683,0.980924133,0,0.011473917,0.006857233,37255,31398,3306,653731,60000000
15/11/2020,265,58821471,0,712490,420810,45229,0.98035785,0,0.011874833,0.0070135,33979,32047,3422,677021,60000000
16/11/2020,266,58794119,0,717784,442364,45733,0.979901983,0,0.011963067,0.007372733,27354,32536,3492,681756,60000000
17/11/2020,267,58761928,0,733810,457798,46464,0.979365467,0,0.012230167,0.007629967,32191,33074,3612,697124,60000000
18/11/2020,268,58727648,0,743168,481967,47217,0.978794133,0,0.012386133,0.008032783,34282,33504,3670,705994,60000000
19/11/2020,269,58691472,0,761671,498987,47870,0.9781912,0,0.012694517,0.00831645,36176,33610,3712,724349,60000000
20/11/2020,270,58654233,0,777176,520022,48569,0.97757055,0,0.012952933,0.008667033,37242,33957,3748,739471,60000000
21/11/2020,271,58619469,0,791746,539524,49261,0.97699115,0,0.013195767,0.008992067,34767,34063,3758,753925,60000000
22/11/2020,272,58591132,0,805947,553098,49823,0.976518867,0,0.01343245,0.0092183,28337,34279,3801,767867,60000000
23/11/2020,273,58568205,0,796849,584493,50453,0.97613675,0,0.013280817,0.00974155,22930,34697,3810,758342,60000000
24/11/2020,274,58544978,0,798386,605330,51306,0.975749633,0,0.013306433,0.010088833,23232,34577,3816,759993,60000000
25/11/2020,275,58519126,0,791697,637149,52028,0.975318767,0,0.01319495,0.01061915,25853,34313,3848,753536,60000000
26/11/2020,276,58490125,0,795845,661180,52850,0.974835417,0,0.013264083,0.011019667,29003,34038,3846,757961,60000000
27/11/2020,277,58461783,0,787893,696647,53677,0.97436305,0,0.01313155,0.011610783,28352,33684,3782,750427,60000000
28/11/2020,278,58435468,0,789308,720861,54363,0.973924467,0,0.013155133,0.01201435,26323,33299,3762,752247,60000000
29/11/2020,279,58414822,0,795771,734503,54904,0.973580367,0,0.01326285,0.012241717,20648,32879,3753,759139,60000000
30/11/2020,280,58398446,0,788471,757507,55576,0.973307433,0,0.013141183,0.012625117,16377,33187,3744,751540,60000000
01/12/2020,281,58379099,0,779945,784595,56361,0.972984983,0,0.012999083,0.013076583,19350,32811,3663,743471,60000000
02/12/2020,282,58358390,0,761230,823335,57045,0.972639833,0,0.012687167,0.01372225,20709,32454,3616,725160,60000000
03/12/2020,283,58335171,0,759982,846809,58038,0.97225285,0,0.012666367,0.014113483,23225,31772,3597,724613,60000000
04/12/2020,284,58311061,0,757702,872385,58852,0.971851017,0,0.012628367,0.01453975,24099,31200,3567,722935,60000000
05/12/2020,285,58290009,0,754169,896308,59514,0.97150015,0,0.012569483,0.014938467,21052,30158,3517,720494,60000000
06/12/2020,286,58271122,0,755306,913494,60078,0.971185367,0,0.012588433,0.0152249,18887,30391,3454,721461,60000000
